external_item_id,source_kind,original_item_id,seed_id,source_condition,source_modality,task2_gold_modality,capability_text,source_statement,requirement,modality,confidence,confidence_num,valid_label,valid_confidence,correct,gold_strength,pred_strength,overcommit,undercommit,high_conf_overcommit_80,high_conf_overcommit_90,text_modality,text_modality_parse_status,text_modality_correct,label_text_consistent,text_overcommit,text_undercommit,text_high_conf_overcommit_80,text_high_conf_overcommit_90
EXT0011,weak_modality_probe,S0014_weak_future_enhancement,S0014,weak_future_enhancement,nice_to_have,nice_to_have,display MSEL Summary data in both graph nodes and table rows,Stakeholders mentioned that the system could display MSEL Summary data in both graph nodes and table rows as a possible future enhancement.,The system could display MSEL Summary data in both graph nodes and table rows.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0012,main_benchmark,S0023_recommended,S0023,recommended,recommended,recommended,filter data by: Venues and Key Events,The system SHOULD filter data by: Venues and Key Events.,The system shall filter data by: Venues and Key Events.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0013,main_benchmark,S0024_recommended,S0024,recommended,recommended,recommended,allow a user to define the time segments,The system SHOULD allow a user to define the time segments.,The system shall allow a user to define the time segments.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0014,weak_modality_probe,S0014_weak_nice_if,S0014,weak_nice_if,nice_to_have,nice_to_have,display MSEL Summary data in both graph nodes and table rows,It would be nice if the system could display MSEL Summary data in both graph nodes and table rows.,The system should display MSEL Summary data in both graph nodes and table rows.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0015,weak_modality_probe,S0018_weak_future_enhancement,S0018,weak_future_enhancement,nice_to_have,nice_to_have,color code events according to their variance from current time,Stakeholders mentioned that the system could color code events according to their variance from current time as a possible future enhancement.,The system could color code events according to their variance from current time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0016,main_benchmark,S0028_nice_to_have,S0028,nice_to_have,nice_to_have,nice_to_have,provide a history report of changes made to the Activity or Event data,It would be useful if the system could provide a history report of changes made to the Activity or Event data.,The system should provide a history report of changes made to the Activity or Event data.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0017,main_benchmark,S0027_nice_to_have,S0027,nice_to_have,nice_to_have,nice_to_have,provide charts for the Activity or Event actual versus assumed time,It would be useful if the system could provide charts for the Activity or Event actual versus assumed time.,The system should provide charts for the Activity or Event actual versus assumed time.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0018,weak_modality_probe,S0030_weak_nice_if,S0030,weak_nice_if,nice_to_have,nice_to_have,provide standard menu buttons for navigation,It would be nice if the system could provide standard menu buttons for navigation.,The system should provide standard menu buttons for navigation.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0019,main_benchmark,S0022_nice_to_have,S0022,nice_to_have,nice_to_have,nice_to_have,offer a display of all the Events in the exercise,It would be useful if the system could offer a display of all the Events in the exercise.,The system should offer a display of all the Events in the exercise.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0020,weak_modality_probe,S0002_weak_low_priority_enhancement,S0002,weak_low_priority_enhancement,nice_to_have,nice_to_have,match the color of the schema set forth by Department of Homeland Security,"As a low-priority enhancement, the system could match the color of the schema set forth by Department of Homeland Security.",The system could match the color of the schema set forth by Department of Homeland Security.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0021,main_benchmark,S0022_mandatory,S0022,mandatory,mandatory,mandatory,offer a display of all the Events in the exercise,The system MUST offer a display of all the Events in the exercise.,The system shall offer a display of all the Events in the exercise.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0022,weak_modality_probe,S0009_weak_low_priority_enhancement,S0009,weak_low_priority_enhancement,nice_to_have,nice_to_have,have a MDI form that allows for the viewing of the graph and the data table,"As a low-priority enhancement, the system could have a MDI form that allows for the viewing of the graph and the data table.",The system could have a MDI form that allows for the viewing of the graph and the data table.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0023,main_benchmark,S0026_mandatory,S0026,mandatory,mandatory,mandatory,offer the ability to pause and resume the refresh of data,The system MUST offer the ability to pause and resume the refresh of data.,The system shall offer the ability to pause and resume the refresh of data.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0024,main_benchmark,S0015_recommended,S0015,recommended,recommended,recommended,split the table side of the display into sequential and temporal regions,The system SHOULD split the table side of the display into sequential and temporal regions.,The system shall split the table side of the display into sequential and temporal regions.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0025,main_benchmark,S0018_nice_to_have,S0018,nice_to_have,nice_to_have,nice_to_have,color code events according to their variance from current time,It would be useful if the system could color code events according to their variance from current time.,The system should color code events according to their variance from current time.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0026,main_benchmark,S0023_optional,S0023,optional,optional,optional,filter data by: Venues and Key Events,The system MAY filter data by: Venues and Key Events.,The system shall filter data by: Venues and Key Events.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0027,main_benchmark,S0008_mandatory,S0008,mandatory,mandatory,mandatory,respond fast to keep up-to-date data in the display,The system MUST respond fast to keep up-to-date data in the display.,The system shall respond fast to keep up-to-date data in the display.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0028,weak_modality_probe,S0021_weak_low_priority_enhancement,S0021,weak_low_priority_enhancement,nice_to_have,nice_to_have,allow modification of the display,"As a low-priority enhancement, the system could allow modification of the display.",The system could allow modification of the display.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0029,main_benchmark,S0018_optional,S0018,optional,optional,optional,color code events according to their variance from current time,The system MAY color code events according to their variance from current time.,The system shall color code events according to their variance from current time.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0030,weak_modality_probe,S0010_weak_nice_if,S0010,weak_nice_if,nice_to_have,nice_to_have,display Events in a vertical table by time,It would be nice if the system could display Events in a vertical table by time.,The system should display Events in a vertical table by time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0031,weak_modality_probe,S0010_weak_low_priority_enhancement,S0010,weak_low_priority_enhancement,nice_to_have,nice_to_have,display Events in a vertical table by time,"As a low-priority enhancement, the system could display Events in a vertical table by time.",The system could display Events in a vertical table by time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0032,weak_modality_probe,S0023_weak_nice_if,S0023,weak_nice_if,nice_to_have,nice_to_have,filter data by: Venues and Key Events,It would be nice if the system could filter data by: Venues and Key Events.,The system should filter data by: Venues and Key Events.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0033,weak_modality_probe,S0024_weak_future_enhancement,S0024,weak_future_enhancement,nice_to_have,nice_to_have,allow a user to define the time segments,Stakeholders mentioned that the system could allow a user to define the time segments as a possible future enhancement.,The system could allow a user to define the time segments.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0034,main_benchmark,S0023_nice_to_have,S0023,nice_to_have,nice_to_have,nice_to_have,filter data by: Venues and Key Events,It would be useful if the system could filter data by: Venues and Key Events.,The system should filter data by: Venues and Key Events.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0035,weak_modality_probe,S0026_weak_future_enhancement,S0026,weak_future_enhancement,nice_to_have,nice_to_have,offer the ability to pause and resume the refresh of data,Stakeholders mentioned that the system could offer the ability to pause and resume the refresh of data as a possible future enhancement.,The system could offer the ability to pause and resume the refresh of data.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0036,main_benchmark,S0001_mandatory,S0001,mandatory,mandatory,mandatory,refresh the display every 60 seconds,The system MUST refresh the display every 60 seconds.,The system shall refresh the display every 60 seconds.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0037,main_benchmark,S0028_recommended,S0028,recommended,recommended,recommended,provide a history report of changes made to the Activity or Event data,The system SHOULD provide a history report of changes made to the Activity or Event data.,The system shall provide a history report of changes made to the Activity or Event data.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0038,main_benchmark,S0010_optional,S0010,optional,optional,optional,display Events in a vertical table by time,The system MAY display Events in a vertical table by time.,The system shall display Events in a vertical table by time.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0039,weak_modality_probe,S0001_weak_nice_if,S0001,weak_nice_if,nice_to_have,nice_to_have,refresh the display every 60 seconds,It would be nice if the system could refresh the display every 60 seconds.,The system should refresh the display every 60 seconds.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0040,main_benchmark,S0008_optional,S0008,optional,optional,optional,respond fast to keep up-to-date data in the display,The system MAY respond fast to keep up-to-date data in the display.,The system shall respond fast to keep up-to-date data in the display.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0041,main_benchmark,S0028_optional,S0028,optional,optional,optional,provide a history report of changes made to the Activity or Event data,The system MAY provide a history report of changes made to the Activity or Event data.,The system shall provide a history report of changes made to the Activity or Event data.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0042,weak_modality_probe,S0011_weak_low_priority_enhancement,S0011,weak_low_priority_enhancement,nice_to_have,nice_to_have,display the Events in a graph by time,"As a low-priority enhancement, the system could display the Events in a graph by time.",The system could display the Events in a graph by time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0043,main_benchmark,S0010_mandatory,S0010,mandatory,mandatory,mandatory,display Events in a vertical table by time,The system MUST display Events in a vertical table by time.,The system shall display Events in a vertical table by time.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0044,weak_modality_probe,S0018_weak_low_priority_enhancement,S0018,weak_low_priority_enhancement,nice_to_have,nice_to_have,color code events according to their variance from current time,"As a low-priority enhancement, the system could color code events according to their variance from current time.",The system could color code events according to their variance from current time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0045,weak_modality_probe,S0027_weak_future_enhancement,S0027,weak_future_enhancement,nice_to_have,nice_to_have,provide charts for the Activity or Event actual versus assumed time,Stakeholders mentioned that the system could provide charts for the Activity or Event actual versus assumed time as a possible future enhancement.,The system could provide charts for the Activity or Event actual versus assumed time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0046,main_benchmark,S0014_optional,S0014,optional,optional,optional,display MSEL Summary data in both graph nodes and table rows,The system MAY display MSEL Summary data in both graph nodes and table rows.,The system shall display MSEL Summary data in both graph nodes and table rows.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0047,main_benchmark,S0009_mandatory,S0009,mandatory,mandatory,mandatory,have a MDI form that allows for the viewing of the graph and the data table,The system MUST have a MDI form that allows for the viewing of the graph and the data table.,The system shall have a MDI form that allows for the viewing of the graph and the data table.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0048,main_benchmark,S0025_nice_to_have,S0025,nice_to_have,nice_to_have,nice_to_have,display the local and exercise time in separate clocks,It would be useful if the system could display the local and exercise time in separate clocks.,The system should display the local and exercise time in separate clocks.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0049,weak_modality_probe,S0022_weak_low_priority_enhancement,S0022,weak_low_priority_enhancement,nice_to_have,nice_to_have,offer a display of all the Events in the exercise,"As a low-priority enhancement, the system could offer a display of all the Events in the exercise.",The system could offer a display of all the Events in the exercise.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0050,main_benchmark,S0010_nice_to_have,S0010,nice_to_have,nice_to_have,nice_to_have,display Events in a vertical table by time,It would be useful if the system could display Events in a vertical table by time.,The system should display Events in a vertical table by time.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0051,weak_modality_probe,S0010_weak_future_enhancement,S0010,weak_future_enhancement,nice_to_have,nice_to_have,display Events in a vertical table by time,Stakeholders mentioned that the system could display Events in a vertical table by time as a possible future enhancement.,The system could display Events in a vertical table by time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0052,main_benchmark,S0021_mandatory,S0021,mandatory,mandatory,mandatory,allow modification of the display,The system MUST allow modification of the display.,The system shall allow modification of the display.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0053,main_benchmark,S0015_optional,S0015,optional,optional,optional,split the table side of the display into sequential and temporal regions,The system MAY split the table side of the display into sequential and temporal regions.,The system shall split the table side of the display into sequential and temporal regions.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0054,weak_modality_probe,S0009_weak_future_enhancement,S0009,weak_future_enhancement,nice_to_have,nice_to_have,have a MDI form that allows for the viewing of the graph and the data table,Stakeholders mentioned that the system could have a MDI form that allows for the viewing of the graph and the data table as a possible future enhancement.,The system could have a MDI form that allows for the viewing of the graph and the data table.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0055,main_benchmark,S0002_optional,S0002,optional,optional,optional,match the color of the schema set forth by Department of Homeland Security,The system MAY match the color of the schema set forth by Department of Homeland Security.,The system shall match the color of the schema set forth by Department of Homeland Security.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0056,main_benchmark,S0022_optional,S0022,optional,optional,optional,offer a display of all the Events in the exercise,The system MAY offer a display of all the Events in the exercise.,The system shall offer a display of all the Events in the exercise.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0057,weak_modality_probe,S0011_weak_future_enhancement,S0011,weak_future_enhancement,nice_to_have,nice_to_have,display the Events in a graph by time,Stakeholders mentioned that the system could display the Events in a graph by time as a possible future enhancement.,The system could display the Events in a graph by time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0058,weak_modality_probe,S0022_weak_future_enhancement,S0022,weak_future_enhancement,nice_to_have,nice_to_have,offer a display of all the Events in the exercise,Stakeholders mentioned that the system could offer a display of all the Events in the exercise as a possible future enhancement.,The system could offer a display of all the Events in the exercise.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0059,weak_modality_probe,S0029_weak_nice_if,S0029,weak_nice_if,nice_to_have,nice_to_have,conform to the smart device user interface standards in look and feel,It would be nice if the system could conform to the smart device user interface standards in look and feel.,The system should conform to the smart device user interface standards in look and feel.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0060,weak_modality_probe,S0014_weak_low_priority_enhancement,S0014,weak_low_priority_enhancement,nice_to_have,nice_to_have,display MSEL Summary data in both graph nodes and table rows,"As a low-priority enhancement, the system could display MSEL Summary data in both graph nodes and table rows.",The system could display MSEL Summary data in both graph nodes and table rows.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0061,main_benchmark,S0011_optional,S0011,optional,optional,optional,display the Events in a graph by time,The system MAY display the Events in a graph by time.,The system shall display the Events in a graph by time.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0062,main_benchmark,S0001_recommended,S0001,recommended,recommended,recommended,refresh the display every 60 seconds,The system SHOULD refresh the display every 60 seconds.,The system shall refresh the display every 60 seconds.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0063,weak_modality_probe,S0012_weak_low_priority_enhancement,S0012,weak_low_priority_enhancement,nice_to_have,nice_to_have,display Events or Activities,"As a low-priority enhancement, the system could display Events or Activities.",The system could display Events or Activities.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0064,main_benchmark,S0024_nice_to_have,S0024,nice_to_have,nice_to_have,nice_to_have,allow a user to define the time segments,It would be useful if the system could allow a user to define the time segments.,The system should allow a user to define the time segments.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0065,weak_modality_probe,S0030_weak_low_priority_enhancement,S0030,weak_low_priority_enhancement,nice_to_have,nice_to_have,provide standard menu buttons for navigation,"As a low-priority enhancement, the system could provide standard menu buttons for navigation.",The system could provide standard menu buttons for navigation.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0066,main_benchmark,S0021_recommended,S0021,recommended,recommended,recommended,allow modification of the display,The system SHOULD allow modification of the display.,The system shall allow modification of the display.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0067,main_benchmark,S0014_nice_to_have,S0014,nice_to_have,nice_to_have,nice_to_have,display MSEL Summary data in both graph nodes and table rows,It would be useful if the system could display MSEL Summary data in both graph nodes and table rows.,The system should display MSEL Summary data in both graph nodes and table rows.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0068,main_benchmark,S0023_mandatory,S0023,mandatory,mandatory,mandatory,filter data by: Venues and Key Events,The system MUST filter data by: Venues and Key Events.,The system shall filter data by: Venues and Key Events.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0069,weak_modality_probe,S0021_weak_nice_if,S0021,weak_nice_if,nice_to_have,nice_to_have,allow modification of the display,It would be nice if the system could allow modification of the display.,The system should allow modification of the display.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0070,weak_modality_probe,S0025_weak_future_enhancement,S0025,weak_future_enhancement,nice_to_have,nice_to_have,display the local and exercise time in separate clocks,Stakeholders mentioned that the system could display the local and exercise time in separate clocks as a possible future enhancement.,The system could display the local and exercise time in separate clocks.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0071,weak_modality_probe,S0028_weak_future_enhancement,S0028,weak_future_enhancement,nice_to_have,nice_to_have,provide a history report of changes made to the Activity or Event data,Stakeholders mentioned that the system could provide a history report of changes made to the Activity or Event data as a possible future enhancement.,The system could provide a history report of changes made to the Activity or Event data.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0072,weak_modality_probe,S0026_weak_low_priority_enhancement,S0026,weak_low_priority_enhancement,nice_to_have,nice_to_have,offer the ability to pause and resume the refresh of data,"As a low-priority enhancement, the system could offer the ability to pause and resume the refresh of data.",The system could offer the ability to pause and resume the refresh of data.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0073,weak_modality_probe,S0012_weak_future_enhancement,S0012,weak_future_enhancement,nice_to_have,nice_to_have,display Events or Activities,Stakeholders mentioned that the system could display Events or Activities as a possible future enhancement.,The system could display Events or Activities.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0074,main_benchmark,S0030_optional,S0030,optional,optional,optional,provide standard menu buttons for navigation,The system MAY provide standard menu buttons for navigation.,The system shall provide standard menu buttons for navigation.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0075,main_benchmark,S0026_recommended,S0026,recommended,recommended,recommended,offer the ability to pause and resume the refresh of data,The system SHOULD offer the ability to pause and resume the refresh of data.,The system shall offer the ability to pause and resume the refresh of data.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0076,main_benchmark,S0002_mandatory,S0002,mandatory,mandatory,mandatory,match the color of the schema set forth by Department of Homeland Security,The system MUST match the color of the schema set forth by Department of Homeland Security.,The system shall match the color of the schema set forth by Department of Homeland Security.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0077,main_benchmark,S0030_nice_to_have,S0030,nice_to_have,nice_to_have,nice_to_have,provide standard menu buttons for navigation,It would be useful if the system could provide standard menu buttons for navigation.,The system should provide standard menu buttons for navigation.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0078,weak_modality_probe,S0028_weak_low_priority_enhancement,S0028,weak_low_priority_enhancement,nice_to_have,nice_to_have,provide a history report of changes made to the Activity or Event data,"As a low-priority enhancement, the system could provide a history report of changes made to the Activity or Event data.",The system could provide a history report of changes made to the Activity or Event data.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0079,main_benchmark,S0014_recommended,S0014,recommended,recommended,recommended,display MSEL Summary data in both graph nodes and table rows,The system SHOULD display MSEL Summary data in both graph nodes and table rows.,The system shall display MSEL Summary data in both graph nodes and table rows.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0080,main_benchmark,S0018_mandatory,S0018,mandatory,mandatory,mandatory,color code events according to their variance from current time,The system MUST color code events according to their variance from current time.,The system shall color code events according to their variance from current time.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0081,weak_modality_probe,S0030_weak_future_enhancement,S0030,weak_future_enhancement,nice_to_have,nice_to_have,provide standard menu buttons for navigation,Stakeholders mentioned that the system could provide standard menu buttons for navigation as a possible future enhancement.,The system could provide standard menu buttons for navigation.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0082,main_benchmark,S0011_mandatory,S0011,mandatory,mandatory,mandatory,display the Events in a graph by time,The system MUST display the Events in a graph by time.,The system shall display the Events in a graph by time.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0083,weak_modality_probe,S0008_weak_future_enhancement,S0008,weak_future_enhancement,nice_to_have,nice_to_have,respond fast to keep up-to-date data in the display,Stakeholders mentioned that the system could respond fast to keep up-to-date data in the display as a possible future enhancement.,The system could respond fast to keep up-to-date data in the display.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0084,main_benchmark,S0027_recommended,S0027,recommended,recommended,recommended,provide charts for the Activity or Event actual versus assumed time,The system SHOULD provide charts for the Activity or Event actual versus assumed time.,The system shall provide charts for the Activity or Event actual versus assumed time.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0085,weak_modality_probe,S0001_weak_future_enhancement,S0001,weak_future_enhancement,nice_to_have,nice_to_have,refresh the display every 60 seconds,Stakeholders mentioned that the system could refresh the display every 60 seconds as a possible future enhancement.,The system could refresh the display every 60 seconds.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0086,weak_modality_probe,S0024_weak_low_priority_enhancement,S0024,weak_low_priority_enhancement,nice_to_have,nice_to_have,allow a user to define the time segments,"As a low-priority enhancement, the system could allow a user to define the time segments.",The system could allow a user to define the time segments.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
