run_id,model,task,uq_method,item_id,seed_id,source_modality,ordinal_strength,numeric_strength,valid_n,total_n,parse_failures,y_true,y_pred,p_yes,confidence,uncertainty_score,uncertainty_measure,label_distribution,gold_modality,pred_modality,text_modality,text_modality_parse_status,text_modality_correct,label_text_consistent,text_overcommit,text_undercommit,text_high_conf_overcommit_80,text_high_conf_overcommit_90
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0008_nice_to_have,S0008,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0009_mandatory,S0009,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0009_mandatory,S0009,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0009_recommended,S0009,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0009_recommended,S0009,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0009_optional,S0009,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0009_optional,S0009,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0009_nice_to_have,S0009,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0009_nice_to_have,S0009,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0010_mandatory,S0010,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0010_mandatory,S0010,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0010_recommended,S0010,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0010_recommended,S0010,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0010_optional,S0010,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0010_optional,S0010,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0010_nice_to_have,S0010,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0010_nice_to_have,S0010,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0011_mandatory,S0011,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0011_mandatory,S0011,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0011_recommended,S0011,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0011_recommended,S0011,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0011_optional,S0011,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0011_optional,S0011,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0011_nice_to_have,S0011,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0011_nice_to_have,S0011,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0012_mandatory,S0012,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0012_mandatory,S0012,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0012_recommended,S0012,recommended,2,0.67,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0012_recommended,S0012,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0012_optional,S0012,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0012_optional,S0012,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0012_nice_to_have,S0012,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0012_nice_to_have,S0012,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0014_mandatory,S0014,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0014_mandatory,S0014,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0014_recommended,S0014,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0014_recommended,S0014,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0014_optional,S0014,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0014_optional,S0014,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0014_nice_to_have,S0014,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0014_nice_to_have,S0014,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0015_mandatory,S0015,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0015_mandatory,S0015,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0015_recommended,S0015,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0015_recommended,S0015,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0015_optional,S0015,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0015_optional,S0015,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0015_nice_to_have,S0015,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0015_nice_to_have,S0015,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0018_mandatory,S0018,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0018_mandatory,S0018,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0018_recommended,S0018,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0018_recommended,S0018,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0018_optional,S0018,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0018_optional,S0018,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0018_nice_to_have,S0018,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0018_nice_to_have,S0018,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0021_mandatory,S0021,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0021_mandatory,S0021,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0021_recommended,S0021,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0021_recommended,S0021,recommended,2,0.67,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0021_optional,S0021,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0021_optional,S0021,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0021_nice_to_have,S0021,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0021_nice_to_have,S0021,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0022_mandatory,S0022,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0022_mandatory,S0022,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0022_recommended,S0022,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0022_recommended,S0022,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0022_optional,S0022,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0022_optional,S0022,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0022_nice_to_have,S0022,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0022_nice_to_have,S0022,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0023_mandatory,S0023,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0023_mandatory,S0023,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0023_recommended,S0023,recommended,2,0.67,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0023_recommended,S0023,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0023_optional,S0023,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0023_optional,S0023,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0023_nice_to_have,S0023,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0023_nice_to_have,S0023,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0024_mandatory,S0024,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0024_mandatory,S0024,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
