seed_id,source_dataset,source_corpus,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final,context_document,context_requirement_id,context_marker,context_section,context_before,context_after,context_legend
S0022,PURE,2007-eirene_fun_7-2,"If the text message facility is implemented, it shall not interfere with the ability of users to make or receive high priority voice or data calls.",not interfere with the ability of users to make or receive high priority voice or data calls,no,negation;possibly_multiple_capabilities,no,negation;possibly_multiple_capabilities,,"EIRENE Functional Requirements Specification, version 7",2.3.4,M,2 Network requirements > 2.3 Data services,2.3.3 (O): The network should support the receipt of mobile-originated text messages by the ground.,2.3.5 (I): Support is required for a range of data communications between the ground and mobile users. Such applications may include:,"(M) mandatory, (O) optional, (I) informative"
S0023,PURE,2007-eirene_fun_7-2,Support is required for a range of data communications between the ground and mobile users. Such applications may include:,support is required for a range of data communications between the ground and mobile users. Such applications may include,no,multi_sentence;residual_modal_in_capability;colon_structure;informative_marker,no,multi_sentence;residual_modal_in_capability;colon_structure;informative_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.5,I,2 Network requirements > 2.3 Data services,"2.3.4 (M): If the text message facility is implemented, it shall not interfere with the ability of users to make or receive high priority voice or data calls.",2.3.6 (M): The network shall support point-to-point data communications.,"(M) mandatory, (O) optional, (I) informative"
S0024,PURE,2007-eirene_fun_7-2,The network shall support point-to-point data communications.,support point-to-point data communications,yes,,yes,,support point-to-point data communications,"EIRENE Functional Requirements Specification, version 7",2.3.6,M,2 Network requirements > 2.3 Data services,2.3.5 (I): Support is required for a range of data communications between the ground and mobile users. Such applications may include:,2.3.7: Deleted.,"(M) mandatory, (O) optional, (I) informative"
S0025,PURE,2007-eirene_fun_7-2,Deleted.,deleted,no,too_short;empty_or_too_short_capability;no_requirement_cue;no_marker,no,too_short;empty_or_too_short_capability;no_requirement_cue;no_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.7,,2 Network requirements > 2.3 Data services,2.3.6 (M): The network shall support point-to-point data communications.,2.3.8 (M): The network shall support data rates of at least 2.4 kbit/s.,"(M) mandatory, (O) optional, (I) informative"
S0026,PURE,2007-eirene_fun_7-2,The network shall support data rates of at least 2.4 kbit/s.,support data rates of at least 2.4 kbit/s,no,multi_sentence;list_or_heading_marker,no,multi_sentence;list_or_heading_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.8,M,2 Network requirements > 2.3 Data services,2.3.7: Deleted.,2.3.9 (I): Higher data rates will be required by some data applications in order to provide the necessary performance and acceptable transmission times.,"(M) mandatory, (O) optional, (I) informative"
S0027,PURE,2007-eirene_fun_7-2,Higher data rates will be required by some data applications in order to provide the necessary performance and acceptable transmission times.,be required by some data applications in order to provide the necessary performance and acceptable transmission times,no,informative_marker,no,informative_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.9,I,2 Network requirements > 2.3 Data services,2.3.8 (M): The network shall support data rates of at least 2.4 kbit/s.,2.3.10 (I): The priority scheme for calls described in section 10.2 is also valid for data applications.,"(M) mandatory, (O) optional, (I) informative"
S0028,PURE,2007-eirene_fun_7-2,The priority scheme for calls described in section 10.2 is also valid for data applications.,the priority scheme for calls described in section 10.2 is also valid for data applications,no,multi_sentence;no_requirement_cue;table_or_figure_reference;list_or_heading_marker;informative_marker,no,multi_sentence;no_requirement_cue;table_or_figure_reference;list_or_heading_marker;informative_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.10,I,2 Network requirements > 2.3 Data services,2.3.9 (I): Higher data rates will be required by some data applications in order to provide the necessary performance and acceptable transmission times.,2.3.11 (O): The network should support fax transmissions between the ground and mobile users.,"(M) mandatory, (O) optional, (I) informative"
S0029,PURE,2007-eirene_fun_7-2,The network should support fax transmissions between the ground and mobile users.,support fax transmissions between the ground and mobile users,yes,,yes,,support fax transmissions between the ground and mobile users,"EIRENE Functional Requirements Specification, version 7",2.3.11,O,2 Network requirements > 2.3 Data services,2.3.10 (I): The priority scheme for calls described in section 10.2 is also valid for data applications.,"2.3.12 (M): Where fax functionality is provided, it shall be possible to interrupt the fax to make or receive a high priority voice or data call.","(M) mandatory, (O) optional, (I) informative"
S0030,PURE,2007-eirene_fun_7-2,"Where fax functionality is provided, it shall be possible to interrupt the fax to make or receive a high priority voice or data call.",be possible to interrupt the fax to make or receive a high priority voice or data call,no,possibly_multiple_capabilities;residual_modal_in_capability,no,possibly_multiple_capabilities;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",2.3.12,M,2 Network requirements > 2.3 Data services,2.3.11 (O): The network should support fax transmissions between the ground and mobile users.,"2.3.13 (M): Where ERTMS/ETCS level 2 or 3 is implemented, the network shall be capable of supporting data communications for that train control system.","(M) mandatory, (O) optional, (I) informative"
S0031,PURE,2007-eirene_fun_7-2,"Where ERTMS/ETCS level 2 or 3 is implemented, the network shall be capable of supporting data communications for that train control system.",be capable of supporting data communications for that train control system,no,residual_modal_in_capability,no,residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",2.3.13,M,2 Network requirements > 2.3 Data services,"2.3.12 (M): Where fax functionality is provided, it shall be possible to interrupt the fax to make or receive a high priority voice or data call.",2.3.14: The communications requirements for ERTMS/ETCS are included in the document Summary of ERTMS Communications Requirements,"(M) mandatory, (O) optional, (I) informative"
S0032,PURE,2007-eirene_fun_7-2,The communications requirements for ERTMS/ETCS are included in the document Summary of ERTMS Communications Requirements,the communications requirements for ERTMS/ETCS are included in the document Summary of ERTMS Communications Requirements,no,no_requirement_cue;no_marker,no,no_requirement_cue;no_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.14,,2 Network requirements > 2.3 Data services,"2.3.13 (M): Where ERTMS/ETCS level 2 or 3 is implemented, the network shall be capable of supporting data communications for that train control system.","2.3.15 (I): Communications for train control may be characterised as low data rate per train; however, in some areas there will be a high density of trains requiring simultaneous communications.","(M) mandatory, (O) optional, (I) informative"
S0033,PURE,2007-eirene_fun_7-2,"Communications for train control may be characterised as low data rate per train; however, in some areas there will be a high density of trains requiring simultaneous communications.","be characterised as low data rate per train; however, in some areas there will be a high density of trains requiring simultaneous communications",no,residual_modal_in_capability;informative_marker,no,residual_modal_in_capability;informative_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.15,I,2 Network requirements > 2.3 Data services,2.3.14: The communications requirements for ERTMS/ETCS are included in the document Summary of ERTMS Communications Requirements,2.3.16 (I): The priority scheme for calls described in section 10.2 is also valid for train control applications.,"(M) mandatory, (O) optional, (I) informative"
S0034,PURE,2007-eirene_fun_7-2,The priority scheme for calls described in section 10.2 is also valid for train control applications.,the priority scheme for calls described in section 10.2 is also valid for train control applications,no,multi_sentence;no_requirement_cue;table_or_figure_reference;list_or_heading_marker;informative_marker,no,multi_sentence;no_requirement_cue;table_or_figure_reference;list_or_heading_marker;informative_marker,,"EIRENE Functional Requirements Specification, version 7",2.3.16,I,2 Network requirements > 2.3 Data services,"2.3.15 (I): Communications for train control may be characterised as low data rate per train; however, in some areas there will be a high density of trains requiring simultaneous communications.",2.4.1: The EIRENE network will support the following call related services: display of identity of called/calling user; (M) restriction of display of called/calling user; (O) priority and pre-emption; (M) closed user group; (M) call forwarding; (M) call hold; (M) call waiting; (M) charging information; (O) call barring. (M),"(M) mandatory, (O) optional, (I) informative"
S0035,PURE,2007-eirene_fun_7-2,The EIRENE network will support the following call related services: display of identity of called/calling user; restriction of display of called/calling user; priority and pre-emption; closed user group; call forwarding; call hold; call waiting; charging information; call barring.,support the following call related services: display of identity of called/calling user; restriction of display of called/calling user; priority and pre-emption; closed user group; call forwarding; call hold; call waiting; charging information; call barring,no,too_long;possibly_multiple_capabilities;colon_structure;multiple_markers,no,too_long;possibly_multiple_capabilities;colon_structure;multiple_markers,,"EIRENE Functional Requirements Specification, version 7",2.4.1,M,2 Network requirements > 2.4 Call related services,2.3.16 (I): The priority scheme for calls described in section 10.2 is also valid for train control applications.,2.4.2 (M): It shall be possible for the equipment to display the identity of the called or calling party in the form of a standard telephone number.,"(M) mandatory, (O) optional, (I) informative"
S0036,PURE,2007-eirene_fun_7-2,It shall be possible for the equipment to display the identity of the called or calling party in the form of a standard telephone number.,be possible for the equipment to display the identity of the called or calling party in the form of a standard telephone number,no,impersonal_construction,no,impersonal_construction,,"EIRENE Functional Requirements Specification, version 7",2.4.2,M,2 Network requirements > 2.4 Call related services,2.4.1: The EIRENE network will support the following call related services: display of identity of called/calling user; (M) restriction of display of called/calling user; (O) priority and pre-emption; (M) closed user group; (M) call forwarding; (M) call hold; (M) call waiting; (M) charging information; (O) call barring. (M),2.4.3 (M): It shall be possible to display the identity of the called or calling party as a textual description of their function.,"(M) mandatory, (O) optional, (I) informative"
S0037,PURE,2007-eirene_fun_7-2,It shall be possible to display the identity of the called or calling party as a textual description of their function.,be possible to display the identity of the called or calling party as a textual description of their function,no,residual_modal_in_capability;impersonal_construction,no,residual_modal_in_capability;impersonal_construction,,"EIRENE Functional Requirements Specification, version 7",2.4.3,M,2 Network requirements > 2.4 Call related services,2.4.2 (M): It shall be possible for the equipment to display the identity of the called or calling party in the form of a standard telephone number.,"2.4.4 (O): It should be possible for the network to prevent the identity of certain users from being displayed on the mobile, either when being called, calling or both.","(M) mandatory, (O) optional, (I) informative"
S0038,PURE,2007-eirene_fun_7-2,"It should be possible for the network to prevent the identity of certain users from being displayed on the mobile, either when being called, calling or both.","be possible for the network to prevent the identity of certain users from being displayed on the mobile, either when being called, calling or both",no,impersonal_construction,no,impersonal_construction,,"EIRENE Functional Requirements Specification, version 7",2.4.4,O,2 Network requirements > 2.4 Call related services,2.4.3 (M): It shall be possible to display the identity of the called or calling party as a textual description of their function.,2.4.5 (M): The network shall provide a mechanism whereby calls may be assigned one of a number of different priority levels.,"(M) mandatory, (O) optional, (I) informative"
S0039,PURE,2007-eirene_fun_7-2,The network shall provide a mechanism whereby calls may be assigned one of a number of different priority levels.,provide a mechanism whereby calls may be assigned one of a number of different priority levels,no,residual_modal_in_capability,no,residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",2.4.5,M,2 Network requirements > 2.4 Call related services,"2.4.4 (O): It should be possible for the network to prevent the identity of certain users from being displayed on the mobile, either when being called, calling or both.",2.4.6 (M): This mechanism shall allow calls with a higher assigned priority to override (pre-empt) existing calls of a lower priority.,"(M) mandatory, (O) optional, (I) informative"
S0040,PURE,2007-eirene_fun_7-2,This mechanism shall allow calls with a higher assigned priority to override (pre-empt) existing calls of a lower priority.,allow calls with a higher assigned priority to override (pre-empt) existing calls of a lower priority,yes,,yes,,allow calls with a higher assigned priority to override (pre-empt) existing calls of a lower priority,"EIRENE Functional Requirements Specification, version 7",2.4.6,M,2 Network requirements > 2.4 Call related services,2.4.5 (M): The network shall provide a mechanism whereby calls may be assigned one of a number of different priority levels.,2.4.7 (M): Pre-empted calls will be discontinued and the new call of a higher priority shall be connected instead.,"(M) mandatory, (O) optional, (I) informative"
S0041,PURE,2007-eirene_fun_7-2,Pre-empted calls will be discontinued and the new call of a higher priority shall be connected instead.,be discontinued and the new call of a higher priority shall be connected instead,no,residual_modal_in_capability,no,residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",2.4.7,M,2 Network requirements > 2.4 Call related services,2.4.6 (M): This mechanism shall allow calls with a higher assigned priority to override (pre-empt) existing calls of a lower priority.,2.4.8 (M): The group of users who may access the facilities of the EIRENE network shall be limited.,"(M) mandatory, (O) optional, (I) informative"
S0042,PURE,2007-eirene_fun_7-2,The group of users who may access the facilities of the EIRENE network shall be limited.,access the facilities of the EIRENE network shall be limited,no,residual_modal_in_capability,no,residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",2.4.8,M,2 Network requirements > 2.4 Call related services,2.4.7 (M): Pre-empted calls will be discontinued and the new call of a higher priority shall be connected instead.,2.4.9 (M): Any user who is not within the list of allowed EIRENE users shall not be able to gain access to any of the functions and services provided by the network.,"(M) mandatory, (O) optional, (I) informative"
S0043,PURE,2007-eirene_fun_7-2,Any user who is not within the list of allowed EIRENE users shall not be able to gain access to any of the functions and services provided by the network.,not be able to gain access to any of the functions and services provided by the network,no,negation;residual_modal_in_capability,no,negation;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",2.4.9,M,2 Network requirements > 2.4 Call related services,2.4.8 (M): The group of users who may access the facilities of the EIRENE network shall be limited.,2.4.10 (M): It shall be possible for an incoming call or data message for one user to be forwarded to another user using functionality provided by the network.,"(M) mandatory, (O) optional, (I) informative"
S0044,PURE,2007-eirene_fun_7-2,It shall be possible for an incoming call or data message for one user to be forwarded to another user using functionality provided by the network.,be possible for an incoming call or data message for one user to be forwarded to another user using functionality provided by the network,no,impersonal_construction,no,impersonal_construction,,"EIRENE Functional Requirements Specification, version 7",2.4.10,M,2 Network requirements > 2.4 Call related services,2.4.9 (M): Any user who is not within the list of allowed EIRENE users shall not be able to gain access to any of the functions and services provided by the network.,"2.4.11 (M): In the case of voice calls, it shall be possible for the user who is attempting to forward a call to converse with the intended recipient prior to forwarding.","(M) mandatory, (O) optional, (I) informative"
S0045,PURE,2007-eirene_fun_7-2,"In the case of voice calls, it shall be possible for the user who is attempting to forward a call to converse with the intended recipient prior to forwarding.",be possible for the user who is attempting to forward a call to converse with the intended recipient prior to forwarding,yes,,yes,,be possible for the user who is attempting to forward a call to converse with the intended recipient prior to forwarding,"EIRENE Functional Requirements Specification, version 7",2.4.11,M,2 Network requirements > 2.4 Call related services,2.4.10 (M): It shall be possible for an incoming call or data message for one user to be forwarded to another user using functionality provided by the network.,2.4.12: There are a number of sub-classes of call forwarding to be supported by the network: automatically forward the incoming call without any user interaction ( unconditional ); (M) automatically forward the incoming call without user interaction if the user is busy in an existing call ( busy ); (M) automatically forward the incoming call if there is no reply from the intended recipient ( no reply ); (O) automatically forward the incoming call if the intended recipient cannot be contacted via the network ( not reachable ). (O),"(M) mandatory, (O) optional, (I) informative"
S0046,PURE,2007-eirene_fun_7-2,There are a number of sub-classes of call forwarding to be supported by the network: automatically forward the incoming call without any user interaction ( unconditional ); automatically forward the incoming call without user interaction if the user is busy in an existing call ( busy ); automatically forward the incoming call if there is no reply from the intended recipient ( no reply ); automatically forward the incoming call if the intended recipient cannot be contacted via the network ( not reachable ).,there are a number of sub-classes of call forwarding to be supported by the network: automatically forward the incoming call without any user interaction ( unconditional ); automatically forward the incoming call without user interaction if the user is busy in an existing call ( busy ); automatically forward the incoming call if there is no reply from the intended recipient ( no reply ); automatically forward the incoming call if the intended recipient cannot be contacted via the network ( not reachable ),no,too_long;negation;possibly_multiple_capabilities;no_requirement_cue;colon_structure;multiple_markers,no,too_long;negation;possibly_multiple_capabilities;no_requirement_cue;colon_structure;multiple_markers,,"EIRENE Functional Requirements Specification, version 7",2.4.12,O,2 Network requirements > 2.4 Call related services,"2.4.11 (M): In the case of voice calls, it shall be possible for the user who is attempting to forward a call to converse with the intended recipient prior to forwarding.",2.4.13 (M): The network shall allow the user to temporarily exit from an existing call by putting the call on hold.,"(M) mandatory, (O) optional, (I) informative"
S0047,PURE,2007-eirene_fun_7-2,The network shall allow the user to temporarily exit from an existing call by putting the call on hold.,allow the user to temporarily exit from an existing call by putting the call on hold,yes,,yes,,allow the user to temporarily exit from an existing call by putting the call on hold,"EIRENE Functional Requirements Specification, version 7",2.4.13,M,2 Network requirements > 2.4 Call related services,2.4.12: There are a number of sub-classes of call forwarding to be supported by the network: automatically forward the incoming call without any user interaction ( unconditional ); (M) automatically forward the incoming call without user interaction if the user is busy in an existing call ( busy ); (M) automatically forward the incoming call if there is no reply from the intended recipient ( no reply ); (O) automatically forward the incoming call if the intended recipient cannot be contacted via the network ( not reachable ). (O),2.4.14 (M): It shall be possible for the user to re-join the call which is on hold at any time.,"(M) mandatory, (O) optional, (I) informative"
S0048,PURE,2007-eirene_fun_7-2,It shall be possible for the user to re-join the call which is on hold at any time.,be possible for the user to re-join the call which is on hold at any time,no,impersonal_construction,no,impersonal_construction,,"EIRENE Functional Requirements Specification, version 7",2.4.14,M,2 Network requirements > 2.4 Call related services,2.4.13 (M): The network shall allow the user to temporarily exit from an existing call by putting the call on hold.,"2.4.15 (M): The network shall provide the ability to inform a user, who is involved in an existing call, of attempts by other users to contact them.","(M) mandatory, (O) optional, (I) informative"
